retyr,popID,Stock,fc,age4fc,age5fc,age4,age5,tot,age4diff,age4perc,age5diff,age5perc,totdiff,totperc,cyc
2013,25,Misc (N. Thomp. River),12000,9960,2040,49943.1469730795,6929.91034554692,56873.0573186265,39983.1469730795,4.014372186052158,4889.91034554692,2.397014875268098,44873.0573186265,3.739421443218875,1
2014,25,Misc (N. Thomp. River),23000,19090,3910,74392.5430552532,35602.145605014,109994.688660267,55302.543055253205,2.8969378237429653,31692.145605013997,8.105408083123784,86994.688660267,3.7823777678376955,2
2015,25,Misc (N. Thomp. River),18000,10980,7020,74875.8630005082,11936.7317826897,86812.5947831979,63895.863000508194,5.81929535523754,4916.7317826897,0.7003891428332906,68812.5947831979,3.822921932399883,3
2016,25,Misc (N. Thomp. River),4000,200,3800,7623.41578768948,17364.4470719594,24987.8628596488,7423.41578768948,37.1170789384474,13564.4470719594,3.569591334726158,20987.8628596488,5.2469657149122,0
2017,25,Misc (N. Thomp. River),47000,47000,0,12821.1707652354,2668.36548921143,15489.5362544468,-34178.8292347646,-0.7272091326545659,2668.36548921143,Inf,-31510.4637455532,-0.6704353988415575,1
2018,25,Misc (N. Thomp. River),84000,66360,17640,9013.95549453854,6883.38419582943,15897.339690368,-57346.04450546146,-0.8641658304017701,-10756.615804170571,-0.6097854764269032,-68102.660309632,-0.8107459560670477,2
2019,25,Misc (N. Thomp. River),89000,64080,24920,1341.00148884111,1444.44768809368,2785.44917693478,-62738.99851115889,-0.9790730104737655,-23475.552311906322,-0.9420366096270595,-86214.55082306522,-0.9687028182366879,3
2020,25,Misc (N. Thomp. River),36000,12600,23400,584.269662921348,584.269662921348,1168.5393258427,-12015.730337078652,-0.9536293918316391,-22815.73033707865,-0.9750312109862671,-34831.4606741573,-0.9675405742821472,0
2009,28,Misc(Widgeon+Non-Shuswap),37000,28120,8880,6212.89654306503,2557.65734792881,8770.55389099384,-21907.103456934972,-0.7790577331769194,-6322.34265207119,-0.7119755238818908,-28229.44610900616,-0.7629580029461124,1
2010,28,Misc(Widgeon+Non-Shuswap),132000,130680,1320,25972.0516851874,4240.59857467777,30212.6502598652,-104707.9483148126,-0.8012545784727013,2920.5985746777696,2.212574677786189,-101787.3497401348,-0.7711162859101122,2
2011,28,Misc(Widgeon+Non-Shuswap),37000,21090,15910,14957.7830120116,3749.80043679997,18707.5834488116,-6132.2169879884,-0.29076420047360835,-12160.199563200029,-0.7643117261596498,-18292.4165511884,-0.49438963651860535,3
2012,28,Misc(Widgeon+Non-Shuswap),13000,5980,7020,5751.56428322605,1395.89577436086,7147.46005758691,-228.43571677394993,-0.03819995263778427,-5624.10422563914,-0.8011544480967436,-5852.53994241309,-0.45019538018562233,0
2013,28,Misc(Widgeon+Non-Shuswap),24000,19920,4080,7180.95961295708,3546.12041048583,10727.0800234429,-12739.04038704292,-0.639510059590508,-533.8795895141702,-0.1308528405671986,-13272.9199765571,-0.5530383323565458,1
2014,28,Misc(Widgeon+Non-Shuswap),60000,40800,19200,13007.4225811873,4791.32031078408,17798.7428919714,-27792.5774188127,-0.6811906230101152,-14408.67968921592,-0.7504520671466625,-42201.2571080286,-0.70335428513381,2
2015,28,Misc(Widgeon+Non-Shuswap),66000,43020,22980,8908.38163675684,3132.5356942781,12040.9173310349,-34111.618363243164,-0.7929246481460521,-19847.4643057219,-0.8636842604752785,-53959.0826689651,-0.8175618586206833,3
2016,28,Misc(Widgeon+Non-Shuswap),31000,6940,24060,4873.29779902777,1950.7293506121,6824.02714963987,-2066.7022009722295,-0.29779570619196394,-22109.2706493879,-0.9189223046295886,-24175.97285036013,-0.7798700919471009,0
2017,28,Misc(Widgeon+Non-Shuswap),30000,25300,4700,7275.24845565946,1102.2879527849,8377.53640844435,-18024.75154434054,-0.7124407725035786,-3597.7120472151,-0.7654706483436383,-21622.46359155565,-0.7207487863851884,1
2018,28,Misc(Widgeon+Non-Shuswap),38000,18920,19080,423.570023122757,3046.08170156067,3469.65172468343,-18496.429976877243,-0.9776125780590509,-16033.91829843933,-0.840352112077533,-34530.34827531657,-0.9086933756662257,2
2019,28,Misc(Widgeon+Non-Shuswap),40000,27680,12320,13.4689109067132,69.163631581312,82.6325424880252,-27666.531089093285,-0.9995134063978788,-12250.836368418688,-0.9943860688651532,-39917.36745751197,-0.9979341864377993,3
2020,28,Misc(Widgeon+Non-Shuswap),28700,10577,18123,323.529411764706,0,323.529411764706,-10253.470588235294,-0.9694119871641574,-18123,-1,-28376.470588235294,-0.9887271981963517,0
